city,location_code,daily_energy_consumption_kwh,roof_area_sqm,load_shedding_hours,solar_irradiance_kwh_per_m2,sun_hours,avg_temp_c,recommended_system_size_kw,estimated_cost_pkr
Karachi,KHI,29.504260498925287,26.025772695868824,2,5.8,5.8,32,6.53,1045502.0
Karachi,KHI,26.07169601621706,21.23550485837815,6,5.8,5.8,32,6.08,972169.0
Islamabad,ISB,27.716868659070844,37.84329912130808,0,4.9,4.9,25,7.24,1158540.0
Quetta,QTA,21.48477184704333,28.965076590119416,6,5.4,5.4,24,5.41,865471.0
Hyderabad,HYD,25.235299970715523,38.367739576434744,12,5.7,5.7,31,6.1,976660.0
Quetta,QTA,22.538042602583516,36.59004357775875,10,5.4,5.4,24,5.51,881579.0
Islamabad,ISB,8.8965903340344,24.919984429684916,10,4.9,4.9,25,2.58,412846.0
Islamabad,ISB,23.94618431722928,37.798359449305366,6,4.9,4.9,25,6.18,988781.0
Quetta,QTA,17.540417347040556,21.309849731220837,6,5.4,5.4,24,4.22,674616.0
Karachi,KHI,8.458945064413838,39.5978905771199,8,5.8,5.8,32,1.83,293588.0
Islamabad,ISB,12.852344748291113,32.55199366002958,12,4.9,4.9,25,3.6,575345.0
Lahore,LHR,26.489952938092536,25.22580009734761,8,5.2,5.2,28,7.11,1137458.0
Peshawar,PEW,21.832826000530794,42.06050895997258,10,5.1,5.1,27,5.96,953140.0
Peshawar,PEW,19.106587401646394,36.29901570089865,4,5.1,5.1,27,4.61,736818.0
Multan,MUL,16.701333736678336,38.185661406835145,12,5.6,5.6,30,4.37,699921.0
Karachi,KHI,25.445034081323893,39.650280164963256,4,5.8,5.8,32,6.08,973369.0
Peshawar,PEW,16.444637341091518,33.974384210607454,8,5.1,5.1,27,4.34,694046.0
Quetta,QTA,13.187426067102617,43.28000621106288,6,5.4,5.4,24,3.31,529419.0
Multan,MUL,17.617638553970185,22.921801776606564,8,5.6,5.6,30,4.13,661366.0
Quetta,QTA,21.0442047962992,37.38244698030502,6,5.4,5.4,24,4.9,783340.0
Islamabad,ISB,14.867257247321835,31.971378384113333,4,4.9,4.9,25,4.11,657613.0
Multan,MUL,8.198668890850106,37.65237900021816,6,5.6,5.6,30,1.8,288033.0
Islamabad,ISB,17.724536223222866,29.926680889675158,8,4.9,4.9,25,4.76,761170.0
Karachi,KHI,22.72658883210595,24.37269704734255,8,5.8,5.8,32,5.39,863043.0
Lahore,LHR,13.555611205659224,30.777522437487367,6,5.2,5.2,28,3.23,517421.0
Lahore,LHR,21.32183946818742,30.70196159120005,6,5.2,5.2,28,5.8,927861.0
Peshawar,PEW,17.820110223276885,45.92648533022506,10,5.1,5.1,27,4.64,742080.0
Peshawar,PEW,19.877928469048676,21.025632978174745,10,5.1,5.1,27,5.21,833507.0
Peshawar,PEW,9.137330419313592,39.200089005107415,4,5.1,5.1,27,2.31,369076.0
Hyderabad,HYD,11.960229624399917,22.65666752669724,0,5.7,5.7,31,2.72,434457.0
Karachi,KHI,16.742337746216823,34.3969124477622,4,5.8,5.8,32,3.85,616096.0
Islamabad,ISB,8.382355384080553,29.693919712108357,8,4.9,4.9,25,2.27,362509.0
Quetta,QTA,19.478061025996688,30.279604643627458,10,5.4,5.4,24,5.07,811283.0
Peshawar,PEW,10.766313259746275,23.98143961457832,6,5.1,5.1,27,2.68,429223.0
Quetta,QTA,11.572401682571059,25.650472512968044,12,5.4,5.4,24,2.95,471909.0
Bahawalpur,BWP,11.435604585427827,27.036838800044862,12,5.5,5.5,29,2.85,455699.0
Quetta,QTA,29.52988832281167,31.22890301419378,10,5.4,5.4,24,6.96,1113114.0
Karachi,KHI,13.371240389292234,44.92631574025116,12,5.8,5.8,32,3.0,480776.0
Bahawalpur,BWP,25.50122817732087,47.560333909805124,0,5.5,5.5,29,6.2,992477.0
Islamabad,ISB,28.699257839437426,44.80516651135632,8,4.9,4.9,25,7.09,1133855.0
Karachi,KHI,29.987101966954665,21.446361165816683,0,5.8,5.8,32,7.22,1155005.0
Lahore,LHR,16.951975135903155,46.12260351011777,0,5.2,5.2,28,4.29,686356.0
Islamabad,ISB,27.327342348629653,32.12420964953099,10,4.9,4.9,25,7.25,1159561.0
Peshawar,PEW,22.687054482398864,44.23537825823776,2,5.1,5.1,27,5.82,931720.0
Multan,MUL,25.992352755850476,23.606271661118253,10,5.6,5.6,30,6.42,1027459.0
Quetta,QTA,8.126690530958674,29.73757489700811,6,5.4,5.4,24,2.12,339861.0
Islamabad,ISB,16.548278227947606,33.46080867867592,0,4.9,4.9,25,4.96,793538.0
Bahawalpur,BWP,16.211539415845483,26.818088817894544,2,5.5,5.5,29,3.7,591445.0
Hyderabad,HYD,21.628787612211518,33.90482131401717,4,5.7,5.7,31,5.14,822130.0
Multan,MUL,26.993340290580154,35.57245355408654,10,5.6,5.6,30,5.9,944475.0
Peshawar,PEW,21.37391204145578,42.94649784626385,10,5.1,5.1,27,5.64,901715.0
Hyderabad,HYD,23.79870767698288,48.66571087864804,8,5.7,5.7,31,5.49,878661.0
Bahawalpur,BWP,22.244443711401267,46.94091646849961,0,5.5,5.5,29,5.73,917251.0
Peshawar,PEW,28.394759985518746,21.808021708686827,8,5.1,5.1,27,6.9,1104759.0
Hyderabad,HYD,18.689178702099163,27.70329703161524,6,5.7,5.7,31,4.35,696147.0
Hyderabad,HYD,14.760379228378305,44.0907769349799,4,5.7,5.7,31,3.31,529539.0
Hyderabad,HYD,23.75531483291026,28.17872002200601,6,5.7,5.7,31,5.6,896355.0
Karachi,KHI,10.681494053412846,25.43448048604041,12,5.8,5.8,32,2.5,399352.0
Quetta,QTA,23.59901775789352,23.206307692842316,2,5.4,5.4,24,5.94,950712.0
Multan,MUL,13.644381241430002,48.887806257127394,6,5.6,5.6,30,3.33,532183.0
Quetta,QTA,28.930873528546453,38.048354604389935,10,5.4,5.4,24,6.33,1012828.0
Multan,MUL,27.45254219366497,26.842393158467974,0,5.6,5.6,30,6.19,990415.0
Lahore,LHR,26.476948663067848,47.000693701940335,0,5.2,5.2,28,6.95,1112171.0
Karachi,KHI,13.624189951803992,29.06181505504385,4,5.8,5.8,32,3.2,512033.0
Lahore,LHR,10.1017769043627,38.715779740297194,0,5.2,5.2,28,2.71,432921.0
Quetta,QTA,20.90538618986043,25.0404262323459,4,5.4,5.4,24,5.14,822578.0
Multan,MUL,10.105720221443558,20.70915758139009,12,5.6,5.6,30,2.54,406024.0
Islamabad,ISB,21.356068793953177,36.4009223814221,2,4.9,4.9,25,6.02,963923.0
Lahore,LHR,18.928870894901728,49.63356560644662,4,5.2,5.2,28,4.53,724067.0
Quetta,QTA,23.293180189047064,32.12956304312876,10,5.4,5.4,24,6.24,998837.0
Islamabad,ISB,29.807631861448144,23.851828683623758,4,4.9,4.9,25,7.94,1270980.0
Peshawar,PEW,23.935453976832306,37.351607510192274,12,5.1,5.1,27,6.02,963744.0
Multan,MUL,27.672199242610603,25.756019741562287,0,5.6,5.6,30,6.87,1099936.0
Islamabad,ISB,15.558330445065486,38.5146735018694,8,4.9,4.9,25,4.07,651662.0
Multan,MUL,9.53849532560755,39.20504671484498,10,5.6,5.6,30,2.27,363979.0
Bahawalpur,BWP,22.31930211903827,35.98873359654006,8,5.5,5.5,29,5.04,806968.0
Karachi,KHI,29.871065946865684,39.85517569548136,0,5.8,5.8,32,6.8,1088319.0
Islamabad,ISB,24.074311225263415,33.95616836851154,10,4.9,4.9,25,6.73,1077393.0
Multan,MUL,21.96912100300273,42.64513459822543,12,5.6,5.6,30,5.25,840099.0
Bahawalpur,BWP,17.008512766114485,32.680673401885684,12,5.5,5.5,29,3.97,635462.0
Peshawar,PEW,29.587200235574684,34.24659630518656,10,5.1,5.1,27,8.21,1314126.0
Multan,MUL,10.63623804438822,49.22493885884047,10,5.6,5.6,30,2.69,429767.0
Multan,MUL,10.044441176346577,27.711417992962396,12,5.6,5.6,30,2.41,385357.0
Bahawalpur,BWP,10.809696639975165,44.78202890757585,10,5.5,5.5,29,2.58,413189.0
Multan,MUL,15.92300096437342,22.629282402915155,4,5.6,5.6,30,3.71,594221.0
Lahore,LHR,20.18364929567228,29.165729319740706,6,5.2,5.2,28,5.23,836051.0
Karachi,KHI,19.344947409322952,47.58175919643252,4,5.8,5.8,32,4.43,708113.0
Quetta,QTA,29.82747632611288,45.54274873235288,2,5.4,5.4,24,6.44,1030187.0
Hyderabad,HYD,25.983893586806214,31.418698804297403,2,5.7,5.7,31,6.09,973868.0
Hyderabad,HYD,23.8712854812321,24.238341478265173,12,5.7,5.7,31,5.44,870774.0
Multan,MUL,8.503664149474645,24.613734490040933,4,5.6,5.6,30,2.0,320121.0
Karachi,KHI,29.061103533680917,37.19124286792548,2,5.8,5.8,32,6.61,1056881.0
Hyderabad,HYD,14.902009206270113,38.19112833300127,0,5.7,5.7,31,3.52,563246.0
Hyderabad,HYD,27.76175580043953,44.879972154238516,6,5.7,5.7,31,5.67,907821.0
Lahore,LHR,22.658751488370875,23.652857333758245,8,5.2,5.2,28,5.83,932562.0
Karachi,KHI,19.13436620662852,26.976540750961405,8,5.8,5.8,32,4.51,721661.0
Bahawalpur,BWP,21.074396512359044,48.093475216509816,6,5.5,5.5,29,5.12,819638.0
Karachi,KHI,14.110557722483744,45.54345912653796,8,5.8,5.8,32,3.25,520282.0
Quetta,QTA,11.34454676883026,21.840488813320043,4,5.4,5.4,24,2.77,443010.0
Karachi,KHI,18.115609322925046,21.744913865164275,4,5.8,5.8,32,4.3,687841.0
Quetta,QTA,29.640936355795098,27.175403126477768,4,5.4,5.4,24,7.82,1251466.0
Multan,MUL,10.670468667293436,29.098254427027868,4,5.6,5.6,30,2.61,417643.0
Lahore,LHR,19.207286819295373,49.9009056155893,0,5.2,5.2,28,4.7,751648.0
Multan,MUL,21.534827641082238,29.18760862359835,6,5.6,5.6,30,5.37,859364.0
Karachi,KHI,10.875628288284389,46.598126457214,10,5.8,5.8,32,2.55,408530.0
Bahawalpur,BWP,12.281695260056832,31.03278052631869,6,5.5,5.5,29,2.78,445012.0
Multan,MUL,24.924707660109476,20.330937932859417,2,5.6,5.6,30,5.91,945959.0
Hyderabad,HYD,18.58957133597712,20.5757683046917,12,5.7,5.7,31,4.73,756602.0
Bahawalpur,BWP,19.776822891957018,26.456056160517125,8,5.5,5.5,29,4.98,797556.0
Karachi,KHI,13.306432067189913,49.27621264730161,2,5.8,5.8,32,2.85,455467.0
Islamabad,ISB,17.996301360319137,45.330712482188474,12,4.9,4.9,25,4.71,753651.0
Multan,MUL,18.74130501447912,24.50145994081953,6,5.6,5.6,30,4.63,740098.0
Islamabad,ISB,16.269542273206923,31.83428835710106,10,4.9,4.9,25,4.15,664477.0
Karachi,KHI,25.270363964415253,46.76254066820703,0,5.8,5.8,32,5.89,943030.0
Lahore,LHR,23.138963533903926,33.128093721661756,8,5.2,5.2,28,5.72,914609.0
Lahore,LHR,26.499174747370297,21.15279046886975,6,5.2,5.2,28,6.99,1119119.0
Quetta,QTA,22.50578628852722,46.85353222119609,0,5.4,5.4,24,5.7,911731.0
Quetta,QTA,27.566600154834575,33.518589701892736,8,5.4,5.4,24,6.96,1114098.0
Lahore,LHR,17.7520079237596,21.434924611823163,0,5.2,5.2,28,4.4,703609.0
Quetta,QTA,23.75911453737901,22.162530079960202,4,5.4,5.4,24,5.63,900969.0
Hyderabad,HYD,29.81494499514603,49.12249873012011,4,5.7,5.7,31,7.43,1188347.0
Quetta,QTA,25.244538888888826,30.645240807706713,2,5.4,5.4,24,6.32,1011404.0
Bahawalpur,BWP,9.511682315401892,32.72890657654664,12,5.5,5.5,29,2.22,355880.0
Bahawalpur,BWP,19.322466904617254,46.96702472018706,0,5.5,5.5,29,4.63,741558.0
Lahore,LHR,19.66664693148148,21.258536702949087,2,5.2,5.2,28,5.01,802101.0
Karachi,KHI,25.57171221640064,28.78466110102894,2,5.8,5.8,32,6.31,1009024.0
Quetta,QTA,19.45689912035268,38.494991806852504,2,5.4,5.4,24,5.24,837820.0
Islamabad,ISB,8.962183769359328,23.32423886539421,2,4.9,4.9,25,2.37,378587.0
Islamabad,ISB,20.10202269007943,31.65958395889541,2,4.9,4.9,25,5.12,819121.0
Hyderabad,HYD,14.023408765310343,47.849525985457305,6,5.7,5.7,31,3.31,530376.0
Bahawalpur,BWP,29.833138810768343,40.143648046839296,10,5.5,5.5,29,7.17,1147643.0
Quetta,QTA,27.34391051995244,27.752948608754544,12,5.4,5.4,24,7.03,1125492.0
Multan,MUL,29.52474013361311,42.44575717936993,10,5.6,5.6,30,6.74,1078995.0
Quetta,QTA,11.97308115985662,21.615746209940784,10,5.4,5.4,24,2.83,453417.0
Peshawar,PEW,8.949822187534256,24.944444471883113,8,5.1,5.1,27,2.45,391393.0
Multan,MUL,23.9715580196765,44.53355989570835,12,5.6,5.6,30,5.37,858588.0
Peshawar,PEW,24.121633984857514,36.26711616475545,8,5.1,5.1,27,6.29,1007005.0
Lahore,LHR,19.18393203215816,28.92645353956462,4,5.2,5.2,28,5.17,826462.0
Multan,MUL,11.521575969000606,33.8467242325937,0,5.6,5.6,30,2.77,443417.0
Peshawar,PEW,23.982157732486108,49.7542985404809,4,5.1,5.1,27,6.67,1067779.0
Islamabad,ISB,14.840436460166192,42.27044151717527,10,4.9,4.9,25,3.95,632455.0
Quetta,QTA,21.529521287504913,40.636523296397456,8,5.4,5.4,24,5.75,920249.0
Karachi,KHI,24.741796720618066,21.059340648207172,0,5.8,5.8,32,6.43,1029490.0
Hyderabad,HYD,12.454572323635222,48.74220440358141,0,5.7,5.7,31,3.08,492388.0
Quetta,QTA,14.723292740784728,46.29952285484602,8,5.4,5.4,24,3.78,604463.0
Karachi,KHI,16.102809671150663,33.458318928636274,6,5.8,5.8,32,3.58,572224.0
Karachi,KHI,16.613565359912243,32.378655225458715,12,5.8,5.8,32,3.95,631598.0
Multan,MUL,8.639570367566982,25.006553535646127,6,5.6,5.6,30,2.0,320045.0
Hyderabad,HYD,23.914904843470296,23.124120737608624,2,5.7,5.7,31,6.31,1009548.0
Quetta,QTA,23.46475570153089,21.58411881405584,2,5.4,5.4,24,6.26,1001447.0
Peshawar,PEW,26.151087023961367,34.947670467903606,10,5.1,5.1,27,7.37,1179361.0
Islamabad,ISB,9.288120443367543,30.027149560881824,10,4.9,4.9,25,2.54,406030.0
Multan,MUL,11.243955587538247,29.845782608279347,12,5.6,5.6,30,2.85,456324.0
Lahore,LHR,9.949209452951578,26.618358581336338,4,5.2,5.2,28,2.63,420779.0
Lahore,LHR,28.52849328955827,39.27695598605575,0,5.2,5.2,28,7.57,1211261.0
Hyderabad,HYD,21.99590202358112,43.56954854240696,4,5.7,5.7,31,5.36,858230.0
Karachi,KHI,20.93092593896836,25.53428759400918,8,5.8,5.8,32,5.02,803583.0
Karachi,KHI,15.359248352322506,20.785901255961942,0,5.8,5.8,32,3.83,612590.0
Hyderabad,HYD,19.397732857253942,28.961767207663193,8,5.7,5.7,31,4.92,786761.0
Islamabad,ISB,13.704528695047022,32.88970438216805,4,4.9,4.9,25,3.6,576036.0
Peshawar,PEW,25.65815281550563,33.74560660213678,8,5.1,5.1,27,5.96,953954.0
Peshawar,PEW,10.936559393150763,22.418045412713738,12,5.1,5.1,27,2.82,451204.0
Peshawar,PEW,22.45301343787707,48.69843863250374,10,5.1,5.1,27,5.58,892283.0
Bahawalpur,BWP,9.255203865327594,28.465612240796005,6,5.5,5.5,29,2.14,341865.0
Hyderabad,HYD,13.490016396689134,28.158491783858928,10,5.7,5.7,31,3.01,480816.0
Quetta,QTA,17.894276533911878,43.301316708655435,6,5.4,5.4,24,4.46,713082.0
Islamabad,ISB,9.3783704760178,47.19312360033233,0,4.9,4.9,25,2.53,404855.0
Multan,MUL,19.713255010054777,32.33286807802119,12,5.6,5.6,30,4.66,745317.0
Bahawalpur,BWP,22.60337309586296,48.901833026406514,12,5.5,5.5,29,5.41,866348.0
Bahawalpur,BWP,28.61009416472802,21.56773637858071,6,5.5,5.5,29,7.12,1139824.0
Multan,MUL,29.588535990939427,27.695901873327436,4,5.6,5.6,30,7.49,1197877.0
Quetta,QTA,12.358147920714282,36.9599076371483,4,5.4,5.4,24,3.1,495719.0
Peshawar,PEW,15.689140185910013,23.422873546638,2,5.1,5.1,27,4.07,651966.0
Multan,MUL,12.956972458927172,27.52899984020894,12,5.6,5.6,30,3.16,505198.0
Bahawalpur,BWP,10.524915181122784,45.80419080048305,2,5.5,5.5,29,2.8,447322.0
Islamabad,ISB,9.488703961800034,41.23505291689306,0,4.9,4.9,25,2.41,385479.0
Karachi,KHI,18.663318316861034,24.97323620489827,2,5.8,5.8,32,4.41,705398.0
Hyderabad,HYD,26.699458172574563,40.07067011987325,2,5.7,5.7,31,6.21,993124.0
Quetta,QTA,19.99950112695192,21.86819317645657,10,5.4,5.4,24,5.21,834320.0
Peshawar,PEW,15.83141422348676,49.341854539205855,4,5.1,5.1,27,4.01,641419.0
Quetta,QTA,27.186985400494486,36.345432772535474,6,5.4,5.4,24,6.92,1106408.0
Hyderabad,HYD,24.59036896695561,20.538370357054756,8,5.7,5.7,31,5.47,875519.0
Hyderabad,HYD,13.253516650393864,33.537180325429645,2,5.7,5.7,31,3.17,507434.0
Peshawar,PEW,24.98427447881979,20.815022636766795,0,5.1,5.1,27,6.44,1031065.0
Peshawar,PEW,19.85143955495971,34.934375241028704,10,5.1,5.1,27,5.01,801451.0
Quetta,QTA,22.449162303934468,44.66309481800677,2,5.4,5.4,24,5.51,881243.0
Islamabad,ISB,12.482862100809161,35.69988893584224,6,4.9,4.9,25,3.25,519635.0
Peshawar,PEW,24.66460146536718,28.293250717501884,12,5.1,5.1,27,6.08,972823.0
Hyderabad,HYD,19.72663507941508,24.73864468506044,6,5.7,5.7,31,4.74,758078.0
Hyderabad,HYD,25.451749709641597,29.5028503120258,4,5.7,5.7,31,6.19,990155.0
Islamabad,ISB,29.637472399734886,24.221345841462753,0,4.9,4.9,25,7.95,1272796.0
Quetta,QTA,12.052946463236575,46.819691300236116,6,5.4,5.4,24,2.89,463055.0
Hyderabad,HYD,21.536556551535647,22.503922549681498,0,5.7,5.7,31,5.28,844104.0
Peshawar,PEW,24.274067305881893,29.59000497321634,0,5.1,5.1,27,6.43,1028843.0
Multan,MUL,23.954082056602598,29.690335951586416,6,5.6,5.6,30,5.69,910482.0
Hyderabad,HYD,29.555214072799483,39.684020540617425,4,5.7,5.7,31,6.7,1072786.0
Peshawar,PEW,23.825779692121486,46.70774159053406,10,5.1,5.1,27,6.32,1010440.0
Hyderabad,HYD,24.09292278748797,25.622358322927468,8,5.7,5.7,31,5.77,923535.0
Hyderabad,HYD,23.62534156971285,29.430503395512453,4,5.7,5.7,31,5.46,873815.0
Karachi,KHI,26.076011749630375,33.777955915196415,8,5.8,5.8,32,6.22,994450.0
Peshawar,PEW,15.3745770421592,25.212847794072314,8,5.1,5.1,27,3.91,624888.0
Peshawar,PEW,26.1715206795778,23.019124355706,8,5.1,5.1,27,7.14,1141672.0
Islamabad,ISB,17.90772153591908,42.464790108899194,0,4.9,4.9,25,4.83,773072.0
Quetta,QTA,21.660428484525486,30.571248398289633,8,5.4,5.4,24,5.46,874090.0
Islamabad,ISB,21.95112704250621,23.78794224693508,2,4.9,4.9,25,6.09,973970.0
Karachi,KHI,14.928230949485288,20.114514023730415,12,5.8,5.8,32,3.48,556862.0
Peshawar,PEW,29.818337577692454,22.180126148300488,12,5.1,5.1,27,7.69,1231156.0
Islamabad,ISB,23.27131261721628,35.37964259435159,10,4.9,4.9,25,6.14,983063.0
Lahore,LHR,14.686820827295923,39.594883715938494,10,5.2,5.2,28,3.73,596742.0
Peshawar,PEW,27.166498609787144,42.98194329605908,4,5.1,5.1,27,7.41,1185198.0
Islamabad,ISB,20.32969388156968,23.329684076404433,10,4.9,4.9,25,5.63,900422.0
Hyderabad,HYD,12.988068424317234,31.448358196016002,10,5.7,5.7,31,3.08,492251.0
Hyderabad,HYD,18.539541388273726,20.54000266835645,10,5.7,5.7,31,4.32,691676.0
Karachi,KHI,29.257355035549562,23.82361878268607,0,5.8,5.8,32,6.9,1103741.0
Karachi,KHI,23.38493825277648,45.18382728502301,8,5.8,5.8,32,5.31,848973.0
Quetta,QTA,21.66957893957765,36.77554420487979,6,5.4,5.4,24,5.21,833141.0
Quetta,QTA,17.896528575396303,26.553295486499213,8,5.4,5.4,24,4.6,735589.0
Multan,MUL,9.503500581709728,27.899473512596003,0,5.6,5.6,30,2.26,361687.0
Lahore,LHR,26.139765777914707,22.227226189651592,0,5.2,5.2,28,6.6,1056144.0
Islamabad,ISB,24.06541523598321,37.96424889150474,4,4.9,4.9,25,6.86,1097530.0
Lahore,LHR,29.758623883703827,38.78528514779414,8,5.2,5.2,28,8.28,1325288.0
Hyderabad,HYD,25.480722131404185,21.0401080017945,4,5.7,5.7,31,6.21,994307.0
Multan,MUL,19.47180515895897,21.90922727859927,6,5.6,5.6,30,4.48,716395.0
Multan,MUL,21.177527179898632,23.447989911787005,8,5.6,5.6,30,4.91,786057.0
Islamabad,ISB,26.244309584968622,46.36936700846802,0,4.9,4.9,25,7.15,1144193.0
Bahawalpur,BWP,19.38381973861091,32.9128223096297,6,5.5,5.5,29,4.68,749007.0
Quetta,QTA,21.242315482332895,46.775698698645385,8,5.4,5.4,24,5.47,875939.0
Hyderabad,HYD,21.35597073181259,38.93922659275966,6,5.7,5.7,31,5.14,822464.0
Quetta,QTA,19.272003106007396,23.12674408425043,10,5.4,5.4,24,5.04,807032.0
Peshawar,PEW,18.728675509667816,39.566727786364176,2,5.1,5.1,27,4.85,775289.0
Lahore,LHR,19.13785330889446,39.02312094128994,10,5.2,5.2,28,4.48,716444.0
Hyderabad,HYD,13.596614778520633,30.855592796154163,6,5.7,5.7,31,3.31,529401.0
Islamabad,ISB,14.089914771408727,49.14598072703152,8,4.9,4.9,25,3.87,619758.0
Multan,MUL,18.604903278465816,25.88293138215179,4,5.6,5.6,30,4.14,663116.0
Lahore,LHR,19.36459782581154,20.165173974812625,10,5.2,5.2,28,4.31,689919.0
Lahore,LHR,12.819513800240872,21.101640875024636,6,5.2,5.2,28,3.24,517780.0
Multan,MUL,20.58507015412462,35.38003177869249,4,5.6,5.6,30,4.46,713841.0
Hyderabad,HYD,28.49858182752196,31.91045123711575,8,5.7,5.7,31,6.95,1111930.0
Multan,MUL,15.594909141637226,35.22235816153427,0,5.6,5.6,30,3.61,577003.0
Quetta,QTA,18.85802476748261,41.06776298094993,4,5.4,5.4,24,4.83,773248.0
Multan,MUL,16.68067366314822,32.65484535616494,6,5.6,5.6,30,3.95,632683.0
Bahawalpur,BWP,27.96744205624421,41.42097933400569,6,5.5,5.5,29,6.37,1019808.0
Karachi,KHI,29.011331252669756,44.6359484765068,0,5.8,5.8,32,7.01,1121997.0
Islamabad,ISB,8.046284549869435,41.52716374194783,12,4.9,4.9,25,2.21,352852.0
Karachi,KHI,13.647273022821008,39.958763059341656,0,5.8,5.8,32,3.04,486539.0
Quetta,QTA,22.57861928730582,22.768543762197716,12,5.4,5.4,24,6.0,959849.0
Lahore,LHR,16.8932740521726,29.632432912611506,0,5.2,5.2,28,4.23,676045.0
Quetta,QTA,17.078857173834727,39.38288525015189,2,5.4,5.4,24,4.46,714400.0
Karachi,KHI,19.04737941916371,24.16613979189551,0,5.8,5.8,32,4.0,639852.0
Lahore,LHR,11.395074436227747,25.155454439812836,10,5.2,5.2,28,2.93,468854.0
Bahawalpur,BWP,26.040277840625834,40.84647121027878,6,5.5,5.5,29,6.08,972434.0
Islamabad,ISB,17.87476757684358,22.53177141633627,12,4.9,4.9,25,4.39,701979.0
Quetta,QTA,25.96791045628798,22.021536643565675,8,5.4,5.4,24,6.65,1063474.0
Hyderabad,HYD,26.74050721122685,32.11693592510371,8,5.7,5.7,31,5.96,953583.0
Karachi,KHI,20.986281944969512,26.788373246426954,4,5.8,5.8,32,4.56,729663.0
Islamabad,ISB,26.86637142854824,47.49905707523622,12,4.9,4.9,25,7.28,1165115.0
Bahawalpur,BWP,16.24016351444267,25.005806050962583,8,5.5,5.5,29,3.87,619036.0
Quetta,QTA,11.137071169801992,46.70291105551425,0,5.4,5.4,24,2.73,436585.0
Karachi,KHI,22.208092498302655,39.107069523642295,4,5.8,5.8,32,5.22,834435.0
Quetta,QTA,9.577661554648323,32.28886684685696,0,5.4,5.4,24,2.51,401498.0
Bahawalpur,BWP,29.73679125542302,33.62004863588345,6,5.5,5.5,29,7.25,1159839.0
Lahore,LHR,11.092165286723937,34.56769098978194,4,5.2,5.2,28,2.69,429699.0
Karachi,KHI,8.857912276648054,20.928673727580307,4,5.8,5.8,32,2.05,327399.0
Karachi,KHI,16.699553895844115,29.39618783210522,8,5.8,5.8,32,3.49,558839.0
Multan,MUL,26.38056520041121,31.111909588259195,6,5.6,5.6,30,6.17,987136.0
Multan,MUL,18.42814142662943,33.32383139497255,2,5.6,5.6,30,4.05,647980.0
Bahawalpur,BWP,25.017855613760407,49.40326977241301,0,5.5,5.5,29,5.61,898276.0
Lahore,LHR,19.709665685277475,25.050108677573906,8,5.2,5.2,28,5.0,799741.0
Karachi,KHI,26.189929423521217,41.27041172861095,2,5.8,5.8,32,6.39,1022441.0
Lahore,LHR,19.16382005463433,40.321619645561505,8,5.2,5.2,28,4.93,788610.0
Islamabad,ISB,11.63532510973727,37.48953278493808,8,4.9,4.9,25,3.24,519083.0
Islamabad,ISB,11.3114728165951,44.50270790358584,6,4.9,4.9,25,3.12,499659.0
Lahore,LHR,25.435470623184223,33.84336535661938,12,5.2,5.2,28,6.82,1090436.0
Multan,MUL,11.255651242048366,45.5767334570466,8,5.6,5.6,30,2.48,396102.0
Bahawalpur,BWP,21.04631900793315,37.973617551209756,10,5.5,5.5,29,5.16,826176.0
Multan,MUL,18.08626134052367,21.139446898695603,10,5.6,5.6,30,4.23,676538.0
Lahore,LHR,22.976629645130682,34.00346231693564,2,5.2,5.2,28,5.97,955834.0
Peshawar,PEW,29.331369990658096,48.473364292683215,2,5.1,5.1,27,7.66,1226107.0
Bahawalpur,BWP,18.822484202326038,29.0734243486814,6,5.5,5.5,29,4.65,744340.0
Hyderabad,HYD,19.493771198920218,36.88135097067018,12,5.7,5.7,31,4.61,738364.0
Lahore,LHR,15.969897916169005,41.77149389659847,8,5.2,5.2,28,3.6,575907.0
Hyderabad,HYD,18.03154406671861,33.30367509145712,12,5.7,5.7,31,4.31,688858.0
Multan,MUL,18.48263444312244,49.883688489183236,6,5.6,5.6,30,4.73,756623.0
Multan,MUL,17.661295965942465,45.40906562621181,4,5.6,5.6,30,3.97,635730.0
Multan,MUL,19.22951475809311,38.797775332796306,12,5.6,5.6,30,4.38,701422.0
Quetta,QTA,8.420554077454808,34.30530404953451,8,5.4,5.4,24,2.31,369918.0
Multan,MUL,15.891741559174296,44.13311623038515,4,5.6,5.6,30,3.87,619326.0
Bahawalpur,BWP,19.628718413888336,43.80182042916043,4,5.5,5.5,29,4.63,740967.0
Quetta,QTA,8.971562595912287,30.25347214210285,8,5.4,5.4,24,2.31,369613.0
